астрология	0
религиозность	0
справедливость	2
развитие	0
выработка	0
императрица	0
старик	0
транслитерация	0
окружающие	0
митрополит	2
ритуал	0
продолжение	0
вина	0
презумпция	0
аля-хусейня	0
домоправитель	0
глагол	0
оценка	0
гробница	0
рука	0
отрицание	0
девочка	0
роман	0
волнение	0
конфликт	-2
выполнение	0
аукцион	0
приток	0
варение	0
забота	2
базилика	0
палата	2
слава	0
гуляние	0
изображение	0
еритиков	0
бородач	0
служение	0
выявление	2
сражение	0
память	0
поощрение	2
раскаяние	2
число	0
смысл	0
заявка	0
съезд	2
правосудие	0
пропитание	0
благодарность	2
убежище	0
ступень	0
член	0
язычник-фанатик	0
фраза	0
стяжание	0
ношение	0
власть	2
геноцид	0
исследователь	0
частность	0
питание	0
завершение	0
опыт	0
заместитель	2
июнь	0
мясо	0
классика	0
стрельба	0
шерстопрядильщица	0
солдат	0
аборт	0
инвестор	0
муфтий	2
зубочистка	0
совершение	0
страница	0
презентация	0
привлечение	0
притяжение	0
достижение	0
воскресение	0
венчание	0
знакомство	0
всплеск	0
отток	0
выбор	0
респондент	0
чтение	0
повечерие	0
помышление	0
плач	0
полоса	0
важность	0
христианин	-2
ноябрь	0
руководитель	2
поступок	0
молоко	0
соблазн	0
иерей	2
палестинец	0
концепция	0
осквернение	-2
сангха	0
свидание	0
ворота	0
месяц	0
отклик	0
телеканал	0
терапевт	0
митинг	0
командировка	0
поляк	0
присутствие	0
древность	0
8-й	0
собор	2
существо	0
цена	0
решение	-2
коллектив	0
агентство	0
голос	0
веста	0
силовик	0
отличие	0
миссия	0
изменение	0
судьба	0
болезнь	-2
впечатление	0
мода	0
круг	0
манера	0
ряженый	0
покрывало	0
статья	0
местечко	0
сад	2
пререкание	0
прима	0
друг	2
противник	0
реакция	0
слабость	0
загранпаспорт	0
территория	0
голова	0
бюджет	0
описание	0
градус	0
спикер	2
традиция	2
волна	0
призыв	0
архиепископ	0
колено	0
техникум	0
представительство	0
мишлоах	0
влияние	0
понедельник	0
король	0
житие	0
прохождение	0
ранение	0
медучреждение	0
остановка	0
пересмотр	0
защита	0
дел	0
весть	0
соединение	0
конец	0
усилие	0
удар	0
написание	2
окрестность	0
признание	0
посетитель	0
свитер	0
двоевластие	0
противодействие	0
отец	2
предстоятель	2
шкаф	0
фигура	0
старость	0
мужчина	0
проповедник	0
подаяние	2
обновление	0
течение	0
докторантура	0
лжеучитель	0
ректор	2
рассказ	0
протоапесвитер	0
звание	0
вольный	0
центр	2
итог	0
дорога	0
подаватель	0
руины	0
пара	0
явление	0
ночь	2
казачество	0
крестоношение	0
патриарх	2
сосуд	0
врата	0
храм	2
погром	-2
сеть	0
предупреждение	0
система	0
предатель	-2
властитель	0
оглушение	0
республика	0
еретик	0
предосторожность	0
раз	0
путешествие	0
совесть	2
рот	0
формирование	2
канонизация	0
образ	2
мастер	0
спецслужба	0
