сфотографироваться	0
полагать	0
взять	0
стоить	0
веселиться	2
определять	0
посмотреть	0
формировать	0
играть	0
постригаться	0
прикасаться	0
компенсировать	0
являть	0
продвигать	0
возобновляться	0
связывать	2
практиковаться	0
сдавать	0
выполнять	0
сетовать	0
обмениваться	0
нарушать	-2
включать	0
приказывать	0
восприниматься	0
возглавлять	2
выявлять	0
подводить	0
переселять	0
упокоевать	0
ездить	0
знать	-2
мотивировать	0
пожить	0
торопиться	0
помолиться	0
анонсировать	0
разбиваться	0
разливаться	2
подождать	0
заступаться	0
облачаться	0
приготавливать	0
говорить	2
изменяться	0
обсуждаться	0
заботиться	0
доставлять	0
сохранять	0
продолжать	0
радоваться	2
занимать	0
отходить	0
тянуть	0
уверять	0
брать	0
суметь	0
выдерживать	0
попирать	0
профинансировать	0
хватать	0
подготовить	0
нести	0
прощать	0
звучать	0
верить	2
беспокоиться	0
убелять	0
делать	2
расти	0
ранить	-2
произносить	-2
распоряжаться	0
потерпеть	0
сохраняться	0
платить	0
посетовать	0
осматривать	0
благовествовать	0
даваться	0
зачитывать	0
охватывать	0
питаться	0
приобретать	0
унывать	-2
подпадать	0
вращаться	0
ударять	0
входить	0
набираться	0
проводить	0
лелеять	2
испускать	0
прерывать	0
наносить	0
стоять	0
уметь	-2
обретать	0
налагаться	0
воспринимать	0
рекомендоваться	0
возникать	0
раздаваться	0
возглашаться	0
цвести	0
воздерживаться	0
называть	0
возрождать	0
употребляться	0
пройти	0
объявлять	0
возводиться	0
умудряться	0
привозить	0
соблюдать	0
беспокоить	0
прекращать	0
казаться	0
передавать	0
тронуть	0
записываться	0
размещаться	0
обнаруживать	0
случаться	0
заказывать	0
перекидываться	0
противоречить	-2
уходить	0
располагать	2
длиться	0
усиливаться	0
давать	-2
повествовать	-2
лишать	0
покидать	0
сказать	2
пропускать	0
опровергать	0
подрывать	0
рожать	0
рассматриваться	0
насчитываться	0
предполагаться	0
помещать	0
предпочитать	0
помогать	2
состояться	0
вспыхивать	0
дочищать	0
шуметь	0
утрачивать	-2
погрешать	0
следовать	2
подавать	0
помиловать	0
открывать	0
приподымать	0
доверять	2
слегать	0
поручать	0
завершаться	0
заменять	0
управлять	0
славить	2
приживаться	0
изучать	0
пить	2
повеселиться	2
воскресать	0
зависеть	0
действовать	0
сравнивать	0
зажигать	0
образовываться	0
плести	0
скрывать	0
считать	0
полакомиться	0
собираться	0
запирать	2
обладать	0
указываться	0
субсидировать	0
потребовать	0
выражать	0
убегать	0
останавливаться	0
разверзаться	0
пророчествовать	0
молить	0
вестись	0
потерять	0
смущаться	0
разделять	0
олицетворять	0
улыбаться	2
класть	0
содействовать	0
происходить	0
защищать	0
осквернять	-2
одевать	0
реализоваться	0
вытягиваться	0
видеть	0
составлять	0
купить	0
изобличать	0
сдаваться	0
лежать	0
умирать	0
исцелять	-2
хранить	0
разрушать	2
переживать	0
вставать	0
примирять	0
консолидировать	0
отправляться	0
говориться	0
значить	0
очищаться	0
комментировать	0
прикладывать	0
выжигать	0
бросать	0
обращать	0
осложнять	0
минуть	0
преуспевать	2
удаваться	2
делаться	0
поддерживать	0
оказываться	0
терять	0
скорбеть	0
контролировать	-2
спешить	0
умывать	0
выбираться	0
вводиться	0
раздавать	0
надругиваться	0
возносить	0
есть	2
сбываться	0
написать	0
наставлять	0
символизировать	0
предрекать	0
возрождаться	0
высказывать	0
послужить	0
откликаться	0
кинуться	0
наследовать	-2
разорять	-2
чтить	2
понимать	2
ограждать	0
посыпать	0
выкладывать	0
устанавливать	0
увидеть	0
налагать	0
осуждать	0
выспрашивать	0
заполнять	0
подтверждать	0
кончаться	0
охарактеризовать	0
прославлять	0
вернуться	0
выпускать	0
оповещать	0
строиться	0
отсутствовать	0
находить	0
повесить	0
взимать	0
выигрывать	2
читать	0
претендовать	0
допускать	0
опубликовывать	0
нуждаться	2
запутывать	0
молиться	0
уничтожать	-2
считаться	2
удерживать	0
наказывать	0
отпускать	-2
добавлять	0
надеяться	2
заверять	0
забывать	0
примиряться	0
определяться	0
претворяться	0
призываться	0
воцаряться	0
воцерковиться	0
посвящать	2
собирать	2
подходить	0
утопать	0
подносить	0
сжигать	0
отвлекаться	0
познавать	0
уделяться	0
захватить	0
приплывать	0
переходить	0
оскандалить	0
обсуждать	0
перенести	0
ограничивать	0
укореняться	0
довлеть	0
подвигнуть	0
осуществлять	0
оканчивать	0
выдумывать	0
убеждаться	0
замечать	0
перевозить	0
начинать	0
вносить	0
угощать	0
расширять	0
жертвовать	0
странствовать	0
удаляться	0
оглушать	0
приступать	0
настраиваться	0
усиливать	0
подкапывать	-2
существовать	0
высвобождаться	0
поесть	0
потрудиться	0
оставаться	0
привыкать	0
повреждать	-2
возводить	0
подчиняться	0
сознавать	2
хотеть	0
вступаться	0
помазать	0
укрываться	0
передаваться	0
подчеркиваться	0
поинтересоваться	0
проповедовать	-2
преодолевать	0
храниться	0
оплакивать	0
развивать	0
смущать	0
сотворить	0
развеваться	0
освещать	0
исправлять	2
приписывать	0
проводиться	0
мериться	0
исключать	0
возгораться	0
находиться	2
отвращать	0
иметь	0
приглашать	0
отмечаться	0
поставлять	0
посещать	0
характеризоваться	0
обращаться	0
убивать	-2
повиноваться	0
ощущать	0
покоиться	0
сказываться	0
опасаться	0
праздноваться	0
сокращать	0
предлагать	0
вовлекать	2
пользоваться	0
публиковать	0
утешать	-2
добираться	0
проживать	2
идти	0
вызывать	2
закрываться	0
нападывать	-2
расходиться	0
перенимать	0
висеть	0
поклониться	0
перебираться	0
выражаться	0
бороться	2
побороть	0
поговорить	0
финансировать	0
чистить	0
отдыхать	0
знакомить	0
сплачиваться	0
вспоминать	0
оканчиваться	0
возлагать	0
выплюнуть	0
подлежать	0
угрожать	0
достигаться	2
вводить	0
полагаться	0
присуждаться	0
руководить	0
бывать	0
избегать	0
летать	0
эмигрировать	0
осуществляться	0
ехать	0
подсчитывать	0
гибнуть	-2
мочь	0
причащать	0
поселяться	0
начинаться	0
рассчитывать	0
сотрудничать	0
принимать	-2
рухнуть	0
вспомнить	0
поучаствовать	0
уважать	0
устранять	0
размещать	0
мешать	0
издавать	0
напрашиваться	0
подготавливаться	0
выгонять	0
получать	-2
хотеться	0
взывать	0
означать	-2
изгонять	0
сидеть	0
выводить	0
похоронить	0
сформировываться	0
объединяться	2
отвозить	0
требовать	0
разжигать	0
меняться	0
применяться	0
венчать	0
завершать	2
рассказывать	0
разрешаться	0
предписываться	0
разбираться	0
полететь	0
устраиваться	0
раскритиковывать	0
договариваться	0
соглашаться	0
заканчиваться	0
родиться	0
увеличиваться	0
разворачиваться	0
выделять	0
содержаться	0
вырастать	0
растерзывать	0
уезжать	0
ожидать	0
рассуждать	0
изъявлять	0
онемевать	0
преувеличивать	-2
воспользоваться	0
пояснять	0
учреждать	0
учащаться	0
принуждать	0
плакать	2
поститься	0
петь	0
